MOVESScenarioID,MOVESRunID,yearID,monthID,dayID,hourID,zoneID,pollutantID,processID,sourceTypeID,regClassID,SCC,fuelTypeID,modelYearID,temperature,relHumidity,ratePerVehicle
moves_anywhere,1,2025,0,0,0,361090,118,16,21,20,,2,0,50.64447784423828,66.76747131347656,4.781337281656306e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,61,47,,1,0,50.64447784423828,66.76747131347656,7.531168932928267e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,61,46,,1,0,50.64447784423828,66.76747131347656,2.2476632111079198e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,54,47,,1,0,50.64447784423828,66.76747131347656,1.453619944413731e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,54,46,,1,0,50.64447784423828,66.76747131347656,8.621839242550777e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,54,42,,1,0,50.64447784423828,66.76747131347656,8.959004560438188e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,54,41,,1,0,50.64447784423828,66.76747131347656,1.5207149317575386e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,53,47,,1,0,50.64447784423828,66.76747131347656,1.4279100568614922e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,53,46,,1,0,50.64447784423828,66.76747131347656,8.634039971866514e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,53,42,,1,0,50.64447784423828,66.76747131347656,1.3176116908653057e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,53,41,,1,0,50.64447784423828,66.76747131347656,2.0538202250008908e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,52,47,,1,0,50.64447784423828,66.76747131347656,1.6453545015338022e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,52,46,,1,0,50.64447784423828,66.76747131347656,1.0700131269913982e-6
moves_anywhere,1,2025,0,0,0,361090,118,16,52,42,,1,0,50.64447784423828,66.76747131347656,9.658198223405634e-7
